,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
79,7590,0.9154936177886586,58,0.823576708328842,13
80,7591,0.9193303312597603,34,0.8360859033064136,10
81,7592,0.8587212664246477,33,0.742305894703882,11
82,7593,0.8347264400624641,33,0.7714979845544363,15
83,7596,0.9055414027550099,33,0.8069020004971816,12
84,7597,0.894025431026653,33,0.8058543766408983,11
85,7598,0.8344432502664202,32,0.7616857619958128,11
86,7599,0.839490593379984,32,0.7769948912201531,14
87,7600,0.855215025570268,34,0.8062360099471049,9
88,7602,0.850654847436026,33,0.8033409789984879,10
89,7603,0.865621154198646,34,0.7814379672760182,24
90,7604,0.9067860721719385,42,0.8073556927955945,10
91,7605,0.9056687652258322,39,0.8097787911480934,11
92,7606,0.8541885577948045,34,0.7780652027842262,10
93,7607,0.7807218770536138,33,0.7579171609544414,12
94,7608,0.8983953343432778,36,0.8135409453780025,12
95,7609,0.8764816186076945,33,0.7600416513270356,16
96,7610,0.8922746058581255,66,0.8091370196364007,15
97,7611,0.8831943753963463,33,0.7719728478742275,20
98,7612,0.898202071236799,35,0.7828288363492313,16
99,7613,0.9052662298686475,32,0.7879589195808074,10
100,7614,0.9049681209121685,32,0.7987264421084719,11
101,7615,0.8690346545736771,33,0.782097053201909,12
102,7616,0.7488804633878309,33,0.7172916983705757,10
103,7617,0.856852368324041,32,0.7605825016174355,18
104,7618,0.7986659547888258,34,0.7234820587959914,11
105,7619,0.8686394113750281,34,0.7782354807767271,11
106,7621,0.861342907798107,33,0.7764748017544478,12
107,7624,0.8519968131702158,33,0.7438467084273596,20
108,7625,0.8473882383329933,34,0.7581464447807297,10
109,7626,0.855833774495191,33,0.7827045908513944,12
110,7627,0.8878897856185992,35,0.8073678531637591,17
111,7628,0.8986885677447589,34,0.7960394663106379,12
112,7629,0.8470009794118469,70,0.7627744182723082,12
113,7631,0.9056489064420211,33,0.7927777445114004,10
114,7632,0.9164440064671517,33,0.7944652003928547,15
115,7633,0.8541998485072427,32,0.7824496416672259,16
116,7634,0.8673906871434348,44,0.7910780093379124,12
117,7635,0.8555047213444193,33,0.7834059111071869,12
118,7636,0.8071480094541843,32,0.7832135690385622,10
119,7637,0.8971314869602978,34,0.821724720502385,15
120,7638,0.8226471677719784,34,0.7826510655185249,13
121,7640,0.8632133705716305,34,0.7442619387883608,13
122,7641,0.8193369345124932,34,0.7471046477941552,17
123,7642,0.816530038551842,39,0.7691177851560724,10
124,7643,0.8534075811746674,34,0.7836392602621051,10
125,7644,0.8602651408469659,44,0.8047379562796028,9
126,7646,0.8935591583114103,43,0.781837339205048,10
127,7647,0.7946644559098327,32,0.7703313680498607,13
128,7648,0.8437799537273959,44,0.8067383892871909,10
129,7649,0.900062720665058,34,0.7973493054491453,11
130,7650,0.8589265933925767,31,0.7746874707824234,12
131,7651,0.8838859537919419,33,0.8095424306573474,10
132,7652,0.8517213560884704,33,0.7903994790708202,18
133,7654,0.838576075122502,34,0.7713138164675655,9
134,7655,0.8393458760573136,33,0.757453572356759,11
135,7656,0.8234737831700996,34,0.7324391199323272,13
136,7657,0.8449465543520073,46,0.7503254919144775,10
137,7659,0.8401956051893759,31,0.7601112804379772,11
138,7660,0.9128327902584349,33,0.8115579108093243,12
139,7661,0.7999709626733924,35,0.7404993351042015,13
140,7662,0.8555544403333581,34,0.7768766761989413,10
141,7664,0.8833087313985157,32,0.7991664661245155,10
142,7665,0.8575334963091553,33,0.7960368176914584,10
143,7667,0.819095825756903,38,0.7582535899094996,12
144,7669,0.8811115392824399,33,0.8098093620768931,12
145,7670,0.869492052001238,34,0.773477653276581,10
146,7671,0.7963263390365289,33,0.7255038510460872,9
147,7672,0.8767830016715537,68,0.807584129927245,15
148,7673,0.9029442976392397,35,0.8247813392474823,11
149,7674,0.9056341180201661,33,0.8106654795684373,10
150,7675,0.8691846415214158,38,0.8003213024485024,12
151,7676,0.8515228805011955,34,0.7778382899612661,17
152,7677,0.7969616868846646,33,0.7221605240691946,11
153,7678,0.9088554992095335,34,0.8058895406217634,10
154,7679,0.83310276811019,33,0.7650687350445584,10
155,7680,0.8547734105453438,32,0.7774357837371018,13
156,7681,0.7954793561965455,34,0.7251917210298451,10
157,7682,0.8941167886394762,33,0.8090317191058007,12
158,7683,0.9017484647641354,36,0.8013398135982772,11
159,7686,0.8755265260470186,33,0.7696038697053671,11
160,7687,0.8784123422180066,36,0.7993809424997214,13
161,7688,0.8449959966021385,33,0.7447238416687871,12
162,7689,0.8010123926504128,33,0.7037486473214952,12
163,7690,0.8459981567324071,33,0.75798234612717,19
164,7691,0.8738676227168345,32,0.7903888975523354,14
165,7692,0.8148690350535271,34,0.758686310041035,11
166,7694,0.892511746189623,34,0.8173816063274303,12
167,7696,0.884103624556613,33,0.7950467603360462,14
168,7697,0.9028700931897494,34,0.7989671321702823,11
169,7698,0.8502340306070415,50,0.7815254095711929,15
170,7699,0.869741161230013,34,0.7793099471177811,11
171,7701,0.8544945051632913,90,0.8041867380387262,10
172,7702,0.8839214620288243,33,0.7940951162834453,14
173,7703,0.799876319076295,51,0.7304508620991003,12
174,7704,0.8095002863749112,33,0.732197757960023,9
175,7705,0.8507480942350181,32,0.7628432204088749,17
176,7706,0.8903968781898522,33,0.7748145513027576,12
177,7707,0.8135621432268492,34,0.7172017981474803,11
178,7710,0.8992350968584223,31,0.7865062080208387,17
179,7711,0.8840849873504754,46,0.7940050134497076,14
180,7713,0.8600079939039109,33,0.7887157733533898,17
181,7714,0.8350586594037346,34,0.742075885178064,12
182,7715,0.8203738549773909,33,0.7548349870012196,12
183,7716,0.8241215112159295,44,0.744961570987132,10
184,7717,0.8996872168749503,32,0.8100040463442189,13
185,7718,0.8738953131297744,33,0.7769693190093694,10
186,7719,0.9049937598219258,33,0.8117156566892851,11
187,7720,0.8587808152982173,33,0.801758017830942,13
188,7721,0.8083486943617963,41,0.7496382790140592,17
189,7722,0.8737668630005422,34,0.7778101504883773,16
190,7723,0.8317709934950857,33,0.7652551756870104,17
191,7724,0.9078799836797438,33,0.8220607393907127,10
192,7725,0.8814731523039543,34,0.7815088721823835,12
193,7726,0.8544695051426787,43,0.7935501139625187,9
194,7728,0.8840920426722148,34,0.7899555287481848,14
195,7729,0.8450878896338068,48,0.7660123773605936,11
196,7731,0.8773688825468968,33,0.7909213683383152,11
197,7732,0.7989021649888295,33,0.7574515396749533,10
198,7736,0.8953157365744104,33,0.8352352244878145,12
199,7737,0.8771874139643036,33,0.7808767544821371,12
200,7738,0.873554913459401,35,0.7808005563628997,9
201,7739,0.8392826985299295,34,0.7825154262196222,12
202,7740,0.8901492165875868,33,0.7895296799102886,11
203,7741,0.8606360896716018,31,0.7799145077376285,13
204,7742,0.8895887353068521,34,0.8044255244015258,9
205,7743,0.881822180399107,34,0.78616918299577,10
206,7745,0.8335879431945402,34,0.7659802200782984,12
207,7746,0.8156067932204818,33,0.7655556549097353,9
208,7748,0.8650410497047466,50,0.7850562789152022,15
209,7749,0.7718273534225041,34,0.7098005634948257,12
210,7751,0.909983778560988,33,0.811913766591088,15
211,7752,0.8267466840785169,33,0.7308077310065337,13
212,7753,0.8708729422368705,38,0.7886939363570953,10
213,7754,0.855439901909503,33,0.7528211968426038,10
214,7756,0.8222136849593555,42,0.7429004925990943,11
215,7757,0.8852930754125515,34,0.7899827553807693,13
216,7758,0.8215325070255985,37,0.7607380514623003,14
217,7759,0.7933892649302229,33,0.8160800297894124,13
218,7760,0.8654210857581608,33,0.800742937760681,11
219,7761,0.8540570308880437,33,0.7973190344951777,24
220,7762,0.896417720053043,34,0.7934615885384938,15
221,7763,0.8423580505815403,33,0.7700613062730846,10
222,7769,0.9135600203303091,33,0.7787913214116349,10
223,7770,0.8713458419945423,38,0.7980296478615927,9
224,7771,0.8517194605786075,30,0.7518639253066765,10
225,7772,0.9106400787584219,34,0.8082638711028003,15
226,7773,0.8947789524033194,34,0.8162937167741406,11
227,7774,0.8991637746163965,34,0.8130401825987623,10
228,7775,0.870655675446661,38,0.7751589277297014,11
229,7777,0.8396384274467541,32,0.7575121808805074,11
230,7780,0.8451794359225133,41,0.7927843060101868,12
231,7782,0.8779659023506583,34,0.792858717090885,19
232,7783,0.8775790609003242,44,0.7908994792375732,11
233,7784,0.8049950122011424,34,0.7109722596682109,12
234,7785,0.8489802340128751,33,0.7456021134580714,10
235,7786,0.8703800087579957,32,0.7959630767156863,9
236,7787,0.8271001774223894,33,0.7654959697324435,15
237,7788,0.8508694401971916,31,0.7917149725946053,10
238,7789,0.8615443515287058,34,0.8031689434749818,10
239,7792,0.8832396912980975,34,0.7873207151965471,10
240,7793,0.7705030529222636,51,0.7303599028945894,13
241,7795,0.8250349672932288,33,0.7397062470698363,12
242,7799,0.8708765522762528,33,0.7696084083417404,10
243,7800,0.818672989050616,33,0.7382454755336197,16
244,7801,0.8173593279782903,40,0.7666313924202581,12
245,7802,0.8579688047754599,33,0.7573150864968154,10
246,7803,0.865720123725546,34,0.7590024876246226,10
247,7804,0.8499495242476214,34,0.7317957297177644,11
248,7805,0.7902582639585054,32,0.7354109152086834,10
249,7806,0.8351693923928472,32,0.7637640326425288,11
250,7807,0.8994140473569954,33,0.8004642926921617,11
251,7808,0.9061315173105198,34,0.8195724605988914,15
252,7809,0.823403747669734,32,0.7455351752243128,17
253,7811,0.8370594879594149,35,0.7782500532322525,10
254,7812,0.8312179987360238,52,0.7791165985316252,11
255,7813,0.8637736825743594,33,0.7648044423197332,14
256,7815,0.8753041157031316,32,0.7966290592892591,14
257,7816,0.8355177246173824,54,0.7628290055522335,12
258,7817,0.8647569814019012,33,0.7764336494788733,15
259,7818,0.8885497677973154,40,0.7935486552732196,12
260,7819,0.8227840408716726,32,0.7530856015703414,16
261,7820,0.8350781089727806,44,0.7768842237623645,15
262,7821,0.8324451224201149,30,0.7665444414471783,13
263,7822,0.8753131048847522,33,0.7794958455637537,10
264,7823,0.8463310136845504,33,0.7914016005039473,14
265,7824,0.8555031093301354,32,0.7810983338952525,9
266,7825,0.8791038185904202,34,0.8017446252843776,14
267,7826,0.891596522458091,33,0.800323362555893,10
268,7828,0.8892142468774809,32,0.8013876416324497,13
269,7830,0.9007187254248608,33,0.7875588928176027,13
270,7831,0.9063726388023964,32,0.8179014413409915,10
271,7832,0.8220046180152507,34,0.7737131891380757,13
272,7833,0.8900699545882552,31,0.7851937343073045,14
273,7834,0.7833500903845414,34,0.7316495231487823,11
274,7835,0.8037985408860846,34,0.7281408596223329,9
275,7837,0.8777626908650336,33,0.7885610904255211,12
276,7838,0.872294318384907,34,0.8047221617068798,10
277,7839,0.852842991186123,33,0.776378773933774,10
278,7840,0.7920802513181758,35,0.7432063270690977,10
279,7841,0.844264716308139,49,0.7785609939939944,14
280,7842,0.8662526159808028,34,0.7878183320590766,12
281,7844,0.784272027097536,30,0.7350166976716564,14
282,7846,0.8798158859108699,34,0.7752368201680688,9
283,7848,0.8265242530283159,33,0.7567699867113552,10
284,7849,0.8460180447571798,33,0.77939644285235,10
285,7851,0.8974078776592816,32,0.7982274361849203,10
286,7852,0.8538510396657116,31,0.7633688083211452,10
287,7853,0.8759776347685607,40,0.8006318030957522,10
288,7854,0.8443970647371755,32,0.7817140369353393,12
289,7856,0.8474175502684447,33,0.7890753794093168,11
290,7858,0.9237028649471101,55,0.8069073028474625,10
291,7861,0.9095527823974426,33,0.8028432422049612,16
292,7862,0.8603703982616796,38,0.7968081034448651,9
293,7863,0.8566794178369133,50,0.760882588956822,12
294,7865,0.8858537636837747,32,0.7955813685968784,10
295,7867,0.8962468733787021,33,0.794478710118516,13
296,7868,0.8536069322976128,33,0.7924649140423752,13
297,7869,0.8561949678432115,33,0.8084785951620548,12
298,7872,0.772272786299945,37,0.725292272235478,10
299,7873,0.8839078477764359,47,0.8055203282415604,12
300,7874,0.8433963583096307,32,0.7315643327343515,12
301,7875,0.8822446151116734,33,0.8155912554791103,10
302,7878,0.8841127497289563,34,0.8042874034202778,10
303,7879,0.8662532998072279,33,0.7871078214591872,9
304,7880,0.7752056311700337,48,0.7584758660916519,19
305,7883,0.9005188280721147,34,0.7922946682778953,12
306,7884,0.8741178676853508,34,0.762183153427677,11
307,7885,0.9026067402906592,41,0.8028627557241328,10
308,7886,0.8968009499415556,34,0.8152925430983452,11
309,7887,0.8776323447889167,34,0.795221026679727,9
310,7888,0.848288450206653,33,0.7919164045684184,10
311,7889,0.902212634228654,34,0.8255808462617832,15
312,7890,0.8701563776208496,34,0.7764881882812533,14
313,7891,0.873982181906917,34,0.8081138374605106,10
314,7892,0.8731151095479012,39,0.7846872622755328,12
315,7893,0.8642370789378798,32,0.7617433382781356,12
316,7894,0.8985829189487029,33,0.8087066620188381,15
317,7895,0.8667319603317931,32,0.7619927047154724,10
318,7896,0.8887750089510462,71,0.8355461519230775,33
319,7897,0.8787873905361744,33,0.7983918665374168,10
320,7898,0.8806314331510738,35,0.8098192377813426,10
321,7899,0.897267467117697,33,0.8355484507025985,11
322,7901,0.8887249572641308,31,0.7881801880225529,28
323,7902,0.8103838602723561,33,0.7256201425798479,11
324,7903,0.816420494454172,34,0.7386557375225296,11
325,7904,0.8797671140731269,33,0.8014516029242063,10
326,7906,0.8269183522895102,33,0.7534247094639374,11
327,7907,0.8523762293350288,34,0.76424066254244,15
328,7908,0.8577929009290783,51,0.7979066864250313,12
329,7909,0.8610562605558648,32,0.7767804432363106,11
330,7910,0.8123204039093355,34,0.7475206955380507,17
331,7912,0.7964100289773677,31,0.7279414332231471,11
332,7913,0.8733018088944906,32,0.7658012742185912,11
333,7915,0.8714764164450604,34,0.764566828857983,13
334,7916,0.9111463176526722,33,0.802625028376541,13
335,7917,0.8436787199965315,33,0.7950379501771414,11
336,7918,0.8603385332463038,34,0.7969308580709344,10
337,7919,0.8377992478963718,32,0.7547865099312091,11
338,7920,0.9101895329848724,33,0.8190459546884072,19
339,7921,0.8796173975290507,34,0.7837896756860452,12
340,7923,0.8404811544118154,33,0.7633452464153925,9
341,7925,0.8190897849152743,32,0.7902585663994194,14
342,7926,0.8855325981462326,31,0.7966497680916322,12
343,7927,0.8157993804813619,33,0.7833001562478566,13
344,7928,0.8414911164110107,33,0.793138142648403,10
345,7929,0.8732484727782416,51,0.7719217969883478,10
346,7930,0.9055553683520619,33,0.8166350299452954,10
347,7931,0.826165134737096,33,0.7587904375176284,12
348,7933,0.8387284954498178,33,0.7555051286214025,11
349,7935,0.8833958097178004,34,0.7852259638467336,9
350,7936,0.8322314417330293,32,0.7301410984927874,13
351,7939,0.9124938478673901,33,0.8192244543895556,13
352,7940,0.8673292829157568,33,0.7889534130304803,15
353,7941,0.8597715520948157,45,0.7570684730762017,12
354,7942,0.9045843061457399,38,0.8188381277259806,10
355,7944,0.8456893649941762,34,0.774624353784634,12
356,7945,0.8939634128195089,46,0.7936657701418013,13
357,7946,0.8674971273769725,33,0.7643715184932388,15
358,7947,0.7952751312587352,34,0.7370789397447782,11
359,7948,0.8890796389806429,32,0.8006140963655968,10
360,7951,0.8759875912130575,32,0.7738194251202719,12
361,7952,0.9077767396196349,33,0.8037882423147134,11
362,7953,0.842788687998989,34,0.7433484729378025,25
363,7954,0.8727501325009451,34,0.802805543367642,10
364,7955,0.8238206906636867,33,0.763626946324242,10
365,7956,0.8576963102391724,34,0.7631096686728223,13
366,7957,0.8503408672009637,34,0.7781871376766683,13
367,7958,0.8759930311512563,33,0.7748174570757285,16
368,7959,0.8820531718523362,34,0.7985707024009312,10
369,7961,0.8665375867955784,34,0.7989112142476611,11
370,7962,0.7796291588418548,33,0.737893901496323,19
371,7963,0.903913446631939,34,0.7854722986535829,12
372,7964,0.8068706024044026,33,0.7485189142391921,11
373,7967,0.9194527780381565,33,0.8258689250669775,16
374,7969,0.7248878291505629,33,0.6968292564928327,12
375,7970,0.8419310521049614,82,0.7624349736889405,24
376,7972,0.8528291165590696,33,0.7597321153332869,10
377,7973,0.8882790395055897,33,0.7727699487064554,11
378,7975,0.8491521014740581,43,0.797377653770371,11
379,7976,0.8423313447277286,32,0.7818400208491558,9
380,7977,0.8672765415900624,51,0.7814440486407546,32
381,7980,0.8754058755191918,47,0.777703684259716,10
382,7981,0.8260694391372145,59,0.762125422568865,12
383,7983,0.8963248521443723,32,0.776228038898756,16
384,7984,0.8907288649824541,35,0.7867017944501085,12
385,7985,0.8856207884941791,34,0.7969640264061209,12
386,7986,0.9186999089649829,33,0.8082154449034398,15
387,7987,0.8275365510036234,32,0.7634123029624712,18
388,7988,0.8563758760492535,41,0.7809403229406308,14
389,7990,0.8890785871857757,33,0.7716497411454935,11
390,7991,0.8242521873328825,33,0.739881216209036,10
391,7992,0.8493273018655181,32,0.7943269864747213,10
392,7993,0.8827160024808743,33,0.7673808766057739,10
393,7994,0.8489030326350402,32,0.7748658603228423,18
394,7995,0.9011099495101839,30,0.8287516353788842,22
395,7996,0.8776325524871474,34,0.8066834434142063,12
396,7997,0.8588724992219683,50,0.8064488044060073,12
397,7998,0.8364422046874028,48,0.7422079865175719,10
398,7999,0.8236773882801991,34,0.7711100085426141,17
399,8000,0.8449864435744519,34,0.7640757637522663,10
400,8001,0.8306789746494353,54,0.759603495488096,15
401,8002,0.8715177333675452,33,0.7831598524905825,12
402,8004,0.8901719225254865,34,0.8008430498150305,12
403,8008,0.8850963761226426,33,0.8149671685801717,16
404,8009,0.8039987046808358,33,0.7662896532884582,11
405,8010,0.8487046807301776,33,0.7796783972609539,15
406,8012,0.8584633115754591,39,0.7557268640878936,10
407,8013,0.8171845299832038,33,0.7571466832800408,16
408,8014,0.8963320575336133,33,0.7921622740694064,10
409,8015,0.8456139720733867,33,0.7767837866933627,18
410,8016,0.9071709343903283,34,0.8177263977404725,12
411,8018,0.8740145258322529,33,0.7456681289970801,12
412,8019,0.8361101325945945,34,0.7549343806458202,14
413,8021,0.8169187408289078,35,0.7490978107447852,11
414,8022,0.8123904221765212,34,0.7241833850717909,9
415,8023,0.8810767219991963,33,0.7925895851055591,15
416,8024,0.8561927621315445,55,0.7700135880912508,16
417,8026,0.8614110872970822,33,0.7946184751062791,15
418,8027,0.8620901182458689,42,0.798718731530264,9
419,8028,0.7561658705901442,33,0.7348077225124845,11
420,8029,0.8949693669585795,32,0.8160274533575618,16
421,8030,0.8276859961322638,33,0.7423641346679284,11
422,8032,0.8668558589160463,32,0.7842894093144626,10
423,8033,0.8510700106159911,59,0.7779886058663458,10
424,8035,0.8913298923228189,34,0.7978438284208222,18
425,8036,0.8700776777572992,32,0.7870955963520019,11
426,8037,0.8897621781424441,59,0.7795521493278113,16
427,8038,0.8617900493642179,33,0.7641556652916409,15
428,8040,0.888989896778805,33,0.8122272576524304,18
429,8041,0.8337821638907732,32,0.7690007952754425,18
430,8042,0.9010040971832929,32,0.8289655845037769,12
431,8043,0.9011454160891927,34,0.8082551199216992,11
432,8044,0.8773859492400022,33,0.7846677498067542,13
433,8045,0.8968775188297105,32,0.8000281183602964,17
434,8047,0.8842340223991892,32,0.8083372052907238,11
435,8048,0.8750220653162124,33,0.7751821650473487,18
436,8049,0.8379219869033039,33,0.7554460969916305,13
437,8050,0.884722222600452,32,0.7986199671688444,10
438,8051,0.9130585102838713,33,0.8007362437776729,13
439,8052,0.8482822479638927,33,0.7809241127170619,11
440,8054,0.8356518635442051,32,0.7743325356891588,10
441,8056,0.8810457202058632,37,0.782249997621757,13
442,8057,0.873338072034261,34,0.7910474522599136,15
443,8058,0.8916587722166143,62,0.7953858743028528,24
444,8059,0.7925676100799479,33,0.7281421650501104,12
445,8060,0.881427242045149,57,0.7796770155408026,17
446,8061,0.8604469334828408,38,0.7710627337420037,11
447,8062,0.8059465932476159,33,0.7343619462869082,13
448,8063,0.8259781987800576,79,0.7512577532130571,19
449,8064,0.8251282047530071,33,0.7825513920886166,10
450,8065,0.8229950128759373,33,0.7523636300325636,11
451,8066,0.8720110737223218,41,0.8030862216709523,12
452,8067,0.8211932380883822,32,0.7476317975368674,11
453,8068,0.9158437147325316,33,0.8069690357678987,10
454,8069,0.7864979899703346,34,0.7435229516608491,11
455,8071,0.8226787474783501,33,0.7629854894473798,10
456,8072,0.892984465884292,55,0.8026563084102118,35
457,8073,0.8849720040607871,32,0.7989886343590691,13
458,8074,0.8702008803519329,32,0.7911589088840827,17
459,8075,0.9001713376161747,33,0.8110325839042805,13
460,8076,0.8577748108261043,52,0.7836566543259064,12
461,8077,0.8573920814665053,33,0.7847679520767983,10
462,8078,0.9091971507655112,33,0.8304269512808514,17
463,8079,0.8284819017072134,35,0.7631974506743955,10
464,8080,0.8714890790047956,34,0.8082122961456383,10
465,8081,0.8589319720585158,32,0.7826743676383119,11
466,8082,0.7958675664964099,34,0.7695482858119815,16
467,8084,0.8592486570954084,34,0.7666959428853177,14
468,8085,0.8092535866049848,33,0.712887993804449,10
469,8086,0.8374145164441098,50,0.7623844877437027,15
470,8087,0.8646234970286969,33,0.756685176716029,11
471,8088,0.833995705041666,33,0.7758697739783139,11
472,8089,0.8668898795038357,33,0.8231302866151831,10
473,8090,0.8130156010619983,32,0.7363793155784182,12
474,8091,0.8671868546025825,34,0.799382781594618,12
475,8092,0.8731498954799486,33,0.7848660586686425,14
476,8095,0.8710763691727921,34,0.7963640048849394,10
477,8096,0.8921992677791355,32,0.7852641949540278,14
478,8097,0.8712371773975156,42,0.7655053988632176,13
479,8098,0.8645528107380749,34,0.7890730596996174,11
480,8100,0.8530022561484826,33,0.7710476205849712,10
481,8101,0.7923039371480133,97,0.7270597411766979,34
482,8102,0.8783671384722338,32,0.79321599072137,10
483,8103,0.8659703295689516,33,0.8127370987859875,10
484,8104,0.818347707762283,33,0.7663386951147886,11
485,8105,0.7781686295057337,34,0.7117130425737005,16
486,8108,0.8883393789942258,32,0.7639909291341125,10
487,8109,0.8984257105357951,86,0.7999028856705641,22
488,8110,0.8434363180495719,33,0.7635436086334259,13
489,8111,0.8866431702993813,34,0.8114126840755637,13
490,8112,0.865259099413053,33,0.793639065247836,10
491,8113,0.8869670276718236,35,0.7934624299067946,10
492,8114,0.8236780213800846,32,0.7674362213261423,16
493,8115,0.837506445197572,33,0.778852793285809,11
494,8118,0.7657322523713883,34,0.7323868830669197,13
495,8120,0.8662704543602912,33,0.7909817447218744,11
496,8121,0.8732877322057264,32,0.8221433583374946,16
497,8122,0.8883840159670164,34,0.7972420823157969,12
498,8123,0.8088260204070552,30,0.7604177800039091,9
499,8124,0.9010110597445322,32,0.7986994113455939,10
500,8126,0.8634428237600799,33,0.7883226825514429,12
501,8127,0.8523112634603578,33,0.7564066639766205,13
502,8128,0.7960939306229216,33,0.7406149122173649,15
503,8131,0.8609938436045237,34,0.7853968826310617,11
504,8132,0.8296548851503633,51,0.7672636770614611,13
505,8134,0.8686741006232573,33,0.7926798993235193,13
506,8136,0.831326515709413,35,0.7499165839020097,10
507,8137,0.8136717476517464,33,0.7433065245392407,15
508,8138,0.8619637854795724,33,0.7984833725338749,13
509,8140,0.8924190624297683,33,0.7963603447618269,11
510,8142,0.8502459497713133,33,0.7680880860132231,9
511,8145,0.8653028660177345,33,0.7733205989147189,16
512,8146,0.8897014307862448,45,0.7995193363811293,17
513,8147,0.8512551748099948,34,0.7786711720381783,13
514,8149,0.834998567077102,34,0.7808233568003302,10
515,8150,0.8293889398129421,34,0.7771229575773173,17
516,8151,0.8565881046665267,33,0.7671460377802275,11
517,8152,0.8708823919252028,45,0.7817821400564419,22
518,8153,0.8789827019049268,33,0.7948901832779638,10
519,8155,0.871063182379506,65,0.7876535375022986,10
